1.000000	2.000000	0.000100	0.000000	0.000000	0.000100	0.000000	0.000100	0.000100	0.000000	0.000000	0.000100	0.000000	0.000100
2.000000	3.000000	0.034700	0.011800	0.011600	0.035300	0.012000	0.035000	0.081700	0.038000	0.029200	0.079400	0.032100	0.080700
3.000000	4.000000	0.017300	0.005900	0.005800	0.017700	0.006000	0.017500	0.040800	0.019000	0.014600	0.039700	0.016000	0.040300
4.000000	5.000000	0.010800	0.003700	0.003600	0.011000	0.003700	0.010900	0.025500	0.011900	0.009100	0.024800	0.010000	0.025200
5.000000	6.000000	0.023800	0.008100	0.008000	0.024300	0.008200	0.024000	0.056100	0.026100	0.020000	0.054600	0.022100	0.055500
6.000000	7.000000	0.023800	0.008100	0.008000	0.024300	0.008200	0.024000	0.056100	0.026100	0.020000	0.054600	0.022100	0.055500
5.000000	8.000000	0.030600	0.010200	0.010500	0.030300	0.010300	0.030900	0.070600	0.025500	0.028100	0.071500	0.033300	0.069500
8.000000	9.000000	0.000000	0.000000	0.000000	0.062900	0.000000	0.000000	0.000000	0.000000	0.000000	0.063800	0.000000	0.000000
9.000000	10.000000	0.000000	0.000000	0.000000	0.062900	0.000000	0.000000	0.000000	0.000000	0.000000	0.063800	0.000000	0.000000
8.000000	11.000000	0.065600	0.021800	0.022400	0.065000	0.022200	0.066300	0.151300	0.054700	0.060200	0.153100	0.071300	0.148900
11.000000	12.000000	0.048600	0.016300	0.016500	0.047700	0.016000	0.048100	0.109200	0.052300	0.044100	0.112300	0.040100	0.110900
12.000000	13.000000	0.012700	0.000000	0.000000	0.012700	0.000000	0.012700	0.027200	0.000000	0.000000	0.027200	0.000000	0.027200
11.000000	14.000000	0.072000	0.024600	0.023300	0.072600	0.024600	0.072000	0.035600	0.013100	0.010200	0.033900	0.013100	0.035600
14.000000	15.000000	0.050400	0.017200	0.016300	0.050800	0.017200	0.050400	0.024900	0.009200	0.007100	0.023700	0.009200	0.024900
15.000000	16.000000	0.100800	0.034500	0.032600	0.101600	0.034500	0.100800	0.049900	0.018400	0.014300	0.047500	0.018400	0.049900
16.000000	17.000000	0.122400	0.041800	0.039600	0.123400	0.041800	0.122400	0.060500	0.022300	0.017400	0.057600	0.022300	0.060500
17.000000	18.000000	0.093600	0.032000	0.030300	0.094400	0.032000	0.093600	0.046300	0.017100	0.013300	0.044100	0.017100	0.046300
11.000000	19.000000	0.000100	0.000000	0.000000	0.000100	0.000000	0.000100	0.000100	0.000000	0.000000	0.000100	0.000000	0.000100
