1.000000	2.000000	0.000100	0.000000	0.000000	0.000100	0.000000	0.000100	0.000100	0.000000	0.000000	0.000100	0.000000	0.000100
2.000000	3.000000	0.000100	0.000000	0.000000	0.000100	0.000000	0.000100	0.000100	0.000000	0.000000	0.000100	0.000000	0.000100
3.000000	4.000000	0.050300	0.000000	0.000000	0.000000	0.000000	0.000000	0.051000	0.000000	0.000000	0.000000	0.000000	0.000000
4.000000	5.000000	0.069200	0.000000	0.000000	0.000000	0.000000	0.000000	0.070200	0.000000	0.000000	0.000000	0.000000	0.000000
5.000000	6.000000	0.081800	0.000000	0.000000	0.000000	0.000000	0.000000	0.082900	0.000000	0.000000	0.000000	0.000000	0.000000
6.000000	7.000000	0.069200	0.000000	0.000000	0.000000	0.000000	0.000000	0.070200	0.000000	0.000000	0.000000	0.000000	0.000000
3.000000	8.000000	0.024000	0.008000	0.008200	0.023800	0.008100	0.024300	0.055500	0.020000	0.022100	0.056100	0.026100	0.054600
8.000000	9.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.069200	0.000000	0.000000	0.000000	0.000000	0.000000	0.070200
9.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.088100	0.000000	0.000000	0.000000	0.000000	0.000000	0.089300
10.000000	11.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.100700	0.000000	0.000000	0.000000	0.000000	0.000000	0.102100
8.000000	12.000000	0.017500	0.005800	0.006000	0.017300	0.005900	0.017700	0.040300	0.014600	0.016000	0.040800	0.019000	0.039700
12.000000	13.000000	0.034700	0.011600	0.011800	0.035000	0.012000	0.035300	0.081700	0.029200	0.038000	0.080700	0.032100	0.079400
13.000000	14.000000	0.008700	0.002900	0.003000	0.008700	0.003000	0.008800	0.020400	0.007300	0.009500	0.020200	0.008000	0.019900
14.000000	15.000000	0.019500	0.006500	0.006600	0.019700	0.006700	0.019900	0.045900	0.016400	0.021400	0.045400	0.018100	0.044700
14.000000	16.000000	0.041200	0.013800	0.014000	0.041500	0.014200	0.042000	0.097000	0.034600	0.045100	0.095800	0.038100	0.094300
16.000000	17.000000	0.041200	0.013800	0.014000	0.041500	0.014200	0.042000	0.097000	0.034600	0.045100	0.095800	0.038100	0.094300
17.000000	18.000000	0.021700	0.007300	0.007400	0.021900	0.007500	0.022100	0.051000	0.018200	0.023800	0.050400	0.020100	0.049600
18.000000	19.000000	0.021700	0.007300	0.007400	0.021900	0.007500	0.022100	0.051000	0.018200	0.023800	0.050400	0.020100	0.049600
17.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.169900	0.000000	0.000000	0.000000	0.000000	0.000000	0.172300
20.000000	21.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.119600	0.000000	0.000000	0.000000	0.000000	0.000000	0.121200
12.000000	22.000000	0.061200	0.020400	0.020900	0.060700	0.020700	0.061900	0.141200	0.051000	0.056200	0.142900	0.066500	0.139000
22.000000	23.000000	0.039000	0.013100	0.013300	0.039300	0.013500	0.039800	0.091900	0.032800	0.042800	0.090800	0.036100	0.089300
23.000000	24.000000	0.044100	0.000000	0.000000	0.000000	0.000000	0.000000	0.044700	0.000000	0.000000	0.000000	0.000000	0.000000
23.000000	25.000000	0.023800	0.008000	0.008100	0.024000	0.008200	0.024300	0.056100	0.020000	0.026100	0.055500	0.022100	0.054600
25.000000	26.000000	0.000000	0.000000	0.000000	0.056600	0.000000	0.000000	0.000000	0.000000	0.000000	0.057400	0.000000	0.000000
25.000000	27.000000	0.019500	0.006500	0.006600	0.019700	0.006700	0.019900	0.045900	0.016400	0.021400	0.045400	0.018100	0.044700
27.000000	28.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075500	0.000000	0.000000	0.000000	0.000000	0.000000	0.076600
27.000000	29.000000	0.019500	0.006500	0.006600	0.019700	0.006700	0.019900	0.045900	0.016400	0.021400	0.045400	0.018100	0.044700
29.000000	30.000000	0.069200	0.000000	0.000000	0.000000	0.000000	0.000000	0.070200	0.000000	0.000000	0.000000	0.000000	0.000000
29.000000	31.000000	0.026000	0.008700	0.008900	0.026200	0.009000	0.026500	0.061300	0.021900	0.028500	0.060500	0.024100	0.059600
