name,name,a,b,c
1,150,0.9999984380858181,0.9999996239648916,0.9999995276146154
2,150r,0.9999978481403974,0.9999994735630472,0.9999993308312257
3,149,0.9998395230692401,0.9999371802997018,0.9998983809241688
4,1,0.9951985769062531,1.001274405504427,0.9957688822123762
5,2,,1.0010444813217632,
6,3,,,0.9941126709471952
7,7,0.9915324938424078,1.0023682695357758,0.9932051599639797
8,4,,,0.9935831700087678
9,5,,,0.992820339593539
10,6,,,0.9921575085229185
11,8,0.9889370731809173,1.0029964612678088,0.9914976190828005
12,12,,1.002701333295951,
13,9,0.9874362303734857,,
14,13,0.9861044264690297,1.0035676194546235,0.988933275052522
15,9r,0.987434702320037,,
16,14,0.985732336707907,,
17,34,,,0.9879339472747657
18,18,0.9827298248482922,1.005247721994006,0.9861921156497048
19,11,0.9850647324172978,,
20,10,0.9853986576191934,,
21,15,,,0.9875340332413782
22,16,,,0.9865341027337019
23,17,,,0.9870676720009741
24,19,0.9813889064986425,,
25,21,0.9827875834074108,1.0056023778029302,0.9855951859418413
26,20,0.9805169869105413,,
27,22,,1.0042271256293245,
28,23,0.9828921088378307,1.00600279737485,0.9848992989969136
29,24,,,0.9834280713585317
30,25,0.9826996176618302,1.0065126501787203,0.9841883879660738
31,25r,0.9826985935393782,,0.9841873677096394
32,26,0.9824384611849929,,0.983683931169658
33,28,0.9826722616642198,1.006779849908593,0.983977592904778
34,27,0.9820712966149157,,0.9836537076225272
35,31,,,0.9830817534781757
36,33,0.9807301455185975,,
37,29,0.9825835550042564,1.0070074980937351,0.9836274324854063
38,30,0.9829435422791175,1.007049341576981,0.9832886456840411
39,250,0.982995991324447,1.0070975908891115,0.9833612831932886
40,32,,,0.98268023034647
41,35,0.9814725182206578,1.0048949262378715,0.9862636351849039
42,36,0.980514274604433,1.004428726072555,
43,40,0.9808981144585045,1.0050994505922082,0.9859466036572541
44,37,0.9797087639752409,,
45,38,,1.0037734302662509,
46,39,,1.0033474092636525,
47,41,,,0.9855128707235329
48,42,0.9802505286921481,1.0053233333373843,0.98579521573632
49,43,,1.0040132938738044,
50,44,0.9798437000802899,1.0054067971104372,0.9855405969889349
51,45,0.9793063679658509,,
52,47,0.9796697793458307,1.0053214041943088,0.9852500292052699
53,46,0.9789032955544501,,
54,48,0.9795373745282403,1.0052155169274049,0.9851322677916158
55,49,0.9798565847059567,1.0052853221880191,0.9853907797583441
56,50,0.9800231948684273,1.0055872222647926,0.9852648746027841
57,51,0.9800420508205575,1.0059433957584687,0.9854710841214036
58,151,0.9804127729334075,1.0064951882165465,0.9859110136736872
59,52,0.9830483227498481,1.003511622042978,0.9872490420882866
60,53,0.9818374895571275,1.0033588843538819,0.9864590335587963
61,54,0.9812491961238567,1.003169048987511,0.9859802355986588
62,55,0.9810337581122818,1.003094941313659,0.9860518088056103
63,57,0.9798125238446155,1.001884085041662,0.984685506125993
64,56,0.9810017573691558,1.0029165587004805,0.9861389830620841
65,58,,1.0012271546568206,
66,60,0.9768834134070026,0.9993881023270923,0.98129757853052
67,59,,1.0008986446589934,
68,61,0.9775601701091576,0.999639987741127,0.981911097811809
69,62,0.9767481447647803,0.998765203580328,0.9798362419836516
70,63,0.9765864301178748,0.9982542051488086,0.9792584794284234
71,64,0.9767188943845218,0.9968032355408276,0.9775198177597131
72,65,0.9765905586239092,0.9970015239736473,0.9750301137502562
73,66,0.9768335764167684,0.9972493862799007,0.9734913388277796
74,67,0.9564751671001388,0.9548031056388261,0.9546056345549556
75,68,0.9548172116506999,,
76,72,0.9559940969664388,0.9534405258712393,0.9537074184718086
77,97,0.9563435843134576,0.9548896872692743,0.9543504383860705
78,69,0.9529167597608534,,
79,70,0.9515682598377203,,
80,71,0.9508074302219188,,
81,73,,,0.951423319517554
82,76,0.9552411987153452,0.9525815964013791,0.9538771982161314
83,74,,,0.9494845643285601
84,75,,,0.9483773170676455
85,77,0.9546565424267329,0.9518423573873476,0.9531520833052646
86,86,0.9545314265236627,0.952088451166476,0.9558973075885687
87,78,0.9545254369440753,0.9517947360672915,0.9529039937610554
88,79,0.9542167886192897,0.9519293749609894,0.9528578962564331
89,80,0.9545545287983855,0.9512842720302672,0.9518232377761949
90,81,0.9545916385041535,0.9513363753719171,0.951308149382991
91,82,0.954347788151517,0.9514670611269392,0.9510858242064355
92,84,,,0.9485073547710159
93,83,0.9544468404049455,0.95144822499641,0.9509147878675447
94,85,,,0.9471943038876167
95,87,0.953719240174871,0.9515583724223662,0.9564354313903062
96,88,0.9532363162900174,,
97,89,0.9536410357104014,0.9514473678108434,0.9566370790077408
98,90,,0.9507556733573592,
99,91,0.9536101060393966,0.9516656240858963,0.9566517600001735
100,92,,,0.9558261156479549
101,93,0.9533994421552314,0.9516882297614883,0.9567513154961488
102,94,0.9526400768243078,,
103,95,0.9533554662850212,0.9512764060754431,0.9569515908515849
104,96,,0.950999807897562,
105,98,0.9562365623406391,0.9545607548445099,0.9547969188257645
106,99,0.9567741399231167,0.9535745214174562,0.9557665398520265
107,100,0.9570682780695624,0.9534380950655924,0.955810171666792
108,450,0.9570683247407634,0.9534381459396705,0.9558102147209592
109,197,0.9563301063524386,0.9548846674301888,0.9543348975963274
110,101,0.9562278134008615,0.9550460502938423,0.9536516876346837
111,102,,,0.9520947639678126
