id,pl_a,ql_a,pl_b,ql_b,pl_c,ql_c,name,bus_type,v_a,v_b,v_c,v_ln_base,s_base,v_min,v_max,cvr_p,cvr_q,phases,has_gen,has_load,has_cap,latitude,longitude
1,0.0,0.0,0.0,0.0,0.0,0.0,150,SWING,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,False,False,False,1500.0,100.0
2,0.0,0.0,0.0,0.0,0.0,0.0,150r,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,False,False,False,1500.0,100.0
3,0.0,0.0,0.0,0.0,0.0,0.0,149,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,False,False,False,1500.0,300.0
4,0.039999988420034674,0.02000014801000307,0.0,0.0,0.0,0.0,1,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,True,False,1500.0,700.0
5,0.0,0.0,0.0199999932337817,0.00999997774368144,0.0,0.0,2,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,b,False,True,False,1675.0,700.0
6,0.0,0.0,0.0,0.0,0.0,0.0,3,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,False,False,1250.0,700.0
7,0.019999988814644844,0.010000128641261999,0.0,0.0,0.0,0.0,7,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,True,False,1500.0,1000.0
8,0.0,0.0,0.0,0.0,0.04000004987130244,0.020000053222615524,4,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,1050.0,700.0
9,0.0,0.0,0.0,0.0,0.020000025509671622,0.01000002718826493,5,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,1250.0,1025.0
10,0.0,0.0,0.0,0.0,0.040000051994440136,0.02000005535878491,6,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,1150.0,1275.0
11,0.0,0.0,0.0,0.0,0.0,0.0,8,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,False,False,False,1500.0,1200.0
12,0.0,0.0,0.019999984199033174,0.009999950377712261,0.0,0.0,12,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,b,False,True,False,1275.0,1200.0
13,0.03999997771904609,0.02000033768656962,0.0,0.0,0.0,0.0,9,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,True,False,1725.0,1200.0
14,0.0,0.0,0.0,0.0,0.0,0.0,13,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,False,False,1500.0,1500.0
15,0.0,0.0,0.0,0.0,0.0,0.0,9r,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,False,False,1725.0,1200.0
16,0.0,0.0,0.0,0.0,0.0,0.0,14,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,False,False,2150.0,1200.0
17,0.0,0.0,0.0,0.0,0.040000140560480124,0.02000015217401463,34,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,1350.0,1500.0
18,0.0,0.0,0.0,0.0,0.0,0.0,18,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,False,False,2325.0,1500.0
19,0.0399999899541059,0.02000034964174735,0.0,0.0,0.0,0.0,11,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,True,False,2150.0,950.0
20,0.019999994099756193,0.010000173965163678,0.0,0.0,0.0,0.0,10,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,True,False,2150.0,1450.0
21,0.0,0.0,0.0,0.0,0.0,0.0,15,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,False,False,1250.0,1500.0
22,0.0,0.0,0.0,0.0,0.04000014622970923,0.02000015785340126,16,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,875.0,1500.0
23,0.0,0.0,0.0,0.0,0.02000007201117366,0.01000007782157878,17,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,1250.0,1850.0
24,0.039999961032024314,0.020000525160337346,0.0,0.0,0.0,0.0,19,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,True,False,2325.0,1250.0
25,0.0,0.0,0.0,0.0,0.0,0.0,21,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,False,False,2625.0,1500.0
26,0.039999967665368556,0.020000531534632576,0.0,0.0,0.0,0.0,20,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,True,False,2325.0,925.0
27,0.0,0.0,0.03999994068588971,0.019999844099713605,0.0,0.0,22,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,b,False,True,False,2625.0,975.0
28,0.0,0.0,0.0,0.0,0.0,0.0,23,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,False,False,2875.0,1500.0
29,0.0,0.0,0.0,0.0,0.040000185773616574,0.020000165344240862,24,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,2875.0,950.0
30,0.0,0.0,0.0,0.0,0.0,0.0,25,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,False,False,False,3150.0,1500.0
31,0.0,0.0,0.0,0.0,0.0,0.0,25r,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,ac,False,False,False,3150.0,1500.0
32,0.0,0.0,0.0,0.0,0.0,0.0,26,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,ac,False,False,False,3150.0,1150.0
33,0.039999951596350315,0.020000534737609005,0.0,0.0,0.0,0.0,28,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,True,False,3350.0,1500.0
34,0.0,0.0,0.0,0.0,0.0,0.0,27,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,ac,False,False,False,3150.0,875.0
35,0.0,0.0,0.0,0.0,0.02000009410924878,0.010000081739546389,31,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,3375.0,1150.0
36,0.03999996500109615,0.02000055170745181,0.0,0.0,0.0,0.0,33,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,True,False,3650.0,875.0
37,0.03999995258679411,0.02000053665882953,0.0,0.0,0.0,0.0,29,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,False,True,False,3650.0,1500.0
