# file...... output/inv_300_meter.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 991
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:00:00 PDT,-5130.1881002-0.000005696129j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:01 PDT,-5130.1881001+0.000000038099j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:02 PDT,-5130.1881-0.000000002567j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:03 PDT,-5130.1881+0.000000000002j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:04 PDT,-5130.1881-0.000000000001j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:05 PDT,-5130.1881-0.000000000000j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:06 PDT,-5130.1881+0.000000000000j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:07 PDT,-5130.1881+0.000000000000j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:08 PDT,-5130.1881001-0.000000819894j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:09 PDT,-5130.18810002+0.000000005931j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:10 PDT,-5130.18809925-3061.253785554136j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:11 PDT,-5130.18810002-3061.253784633140j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:12 PDT,-5130.1881-3061.253784629264j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:13 PDT,-5130.1881-3061.253784629022j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:14 PDT,-5130.1881-3061.253784629024j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:15 PDT,-5130.1881-3061.253784629024j,+0+0.000000000000j,+0+0.000000000000j
