# file...... output/inv_306_meter.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 1003
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:00:00 PDT,-10260.3761505-0.000011439343j,-10725.371746-0.000014957150j,-10432.0446988-0.000010476749j
2001-08-01 12:00:01 PDT,-10260.3761502+0.000000077887j,-10725.3717503+0.000000236987j,-10432.0447002+0.000000079062j
2001-08-01 12:00:02 PDT,-10260.37615-0.000000005149j,-10725.37175-0.000000010368j,-10432.0447-0.000000004468j
2001-08-01 12:00:03 PDT,-10260.37615+0.000000000004j,-10725.37175+0.000000000195j,-10432.0447+0.000000000023j
2001-08-01 12:00:04 PDT,-10260.37615-0.000000000001j,-10725.37175-0.000000000010j,-10432.0447-0.000000000003j
2001-08-01 12:00:05 PDT,-10260.37615-0.000000000000j,-10725.37175+0.000000000000j,-10432.0447+0.000000000000j
2001-08-01 12:00:06 PDT,-10260.37615+0.000000000000j,-10725.37175+0.000000000000j,-10432.0447+0.000000000000j
2001-08-01 12:00:07 PDT,-10260.37615-0.000000000000j,-10725.37175+0.000000000000j,-10432.0447+0.000000000000j
2001-08-01 12:00:08 PDT,-10260.3761502-0.000001644676j,-10725.3717501-0.000002102583j,-10432.0447001-0.000001001469j
2001-08-01 12:00:09 PDT,-10260.37615+0.000000012106j,-10725.3717501+0.000000000407j,-10432.0447-0.000000001562j
2001-08-01 12:00:10 PDT,-10260.3761485-6122.507701807678j,-10725.3717467-6356.454303235729j,-10432.0446978-6207.553201757658j
2001-08-01 12:00:11 PDT,-10260.37615-6122.507699947780j,-10725.3717501-6356.454300073212j,-10432.0447-6207.553200058212j
2001-08-01 12:00:12 PDT,-10260.37615-6122.507699940132j,-10725.37175-6356.454300030953j,-10432.0447-6207.553200025295j
2001-08-01 12:00:13 PDT,-10260.37615-6122.507699939643j,-10725.37175-6356.454300029291j,-10432.0447-6207.553200024864j
2001-08-01 12:00:14 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024845j
2001-08-01 12:00:15 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:16 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:17 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:18 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:19 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:20 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:21 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:22 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:23 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:24 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:25 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:26 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:27 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:28 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:29 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:30 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:31 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:32 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:33 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:34 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:35 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:36 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:37 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:38 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:39 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:40 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:41 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:42 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:43 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:44 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:45 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:46 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:47 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:48 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:49 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:50 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:51 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:52 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:53 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:54 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:55 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:56 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:57 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:58 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:00:59 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:00 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:01 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:02 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:03 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:04 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:05 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:06 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:07 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:08 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:09 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:10 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:11 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:12 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:13 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
2001-08-01 12:01:14 PDT,-10260.37615-6122.507699939649j,-10725.37175-6356.454300029267j,-10432.0447-6207.553200024846j
