# file...... output/inv_292_meter.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 975
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:00:00 PDT,-10260.3765732-0.001148019483j,-10725.3719794-0.001686392311j,-10432.0449791-0.001233259431j
2001-08-01 12:00:01 PDT,-10260.3761704+0.000015513876j,-10725.371773+0.000035396227j,-10432.0447223+0.000020467402j
2001-08-01 12:00:02 PDT,-10260.3761503-0.000000441759j,-10725.3717501-0.000001150198j,-10432.0447001-0.000000617642j
2001-08-01 12:00:03 PDT,-10260.37615+0.000000002373j,-10725.37175+0.000000026584j,-10432.0447+0.000000010293j
2001-08-01 12:00:04 PDT,-10260.37615-0.000000000025j,-10725.37175-0.000000000881j,-10432.0447-0.000000000317j
2001-08-01 12:00:05 PDT,-10260.37615-0.000000000006j,-10725.37175+0.000000000021j,-10432.0447+0.000000000007j
2001-08-01 12:00:06 PDT,-10260.37615+0.000000000000j,-10725.37175-0.000000000001j,-10432.0447+0.000000000001j
2001-08-01 12:00:07 PDT,-10260.37615-0.000000000000j,-10725.37175+0.000000000000j,-10432.0447+0.000000000001j
2001-08-01 12:00:08 PDT,-10260.3761281-6122.507904217363j,-10725.3717307-6356.454474939837j,-10432.0446788-6207.553326510113j
2001-08-01 12:00:09 PDT,-10260.3761542-6122.507699278116j,-10725.3717568-6356.454204917625j,-10432.0447025-6207.553183579316j
2001-08-01 12:00:10 PDT,-10260.3760389-6122.507940690329j,-10725.3715513-6356.454649912188j,-10432.0445429-6207.553476421893j
2001-08-01 12:00:11 PDT,-10260.3761541-6122.507699969477j,-10725.3717608-6356.454204810398j,-10432.0447063-6207.553184330595j
2001-08-01 12:00:12 PDT,-10260.37615-6122.507699605460j,-10725.3717499-6356.454204547168j,-10432.0446999-6207.553182955477j
2001-08-01 12:00:13 PDT,-10260.37615-6122.507699558697j,-10725.37175-6356.454204321632j,-10432.0447-6207.553182850808j
2001-08-01 12:00:14 PDT,-10260.37615-6122.507699558641j,-10725.37175-6356.454204321752j,-10432.0447-6207.553182849981j
