# file...... output/inv_308_meter.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 1007
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:00:00 PDT,-10260.3768236-0.001559096428j,-10725.3722015-0.002307483392j,-10432.0451949-0.001684785450j
2001-08-01 12:00:01 PDT,-10260.376177+0.000023352896j,-10725.3717791+0.000050675471j,-10432.044729+0.000030070089j
2001-08-01 12:00:02 PDT,-10260.3761504-0.000000597160j,-10725.3717502-0.000001573781j,-10432.0447002-0.000000845740j
2001-08-01 12:00:03 PDT,-10260.37615+0.000000004361j,-10725.37175+0.000000037680j,-10432.0447+0.000000015144j
2001-08-01 12:00:04 PDT,-10260.37615-0.000000000029j,-10725.37175-0.000000001201j,-10432.0447-0.000000000435j
2001-08-01 12:00:05 PDT,-10260.37615-0.000000000007j,-10725.37175+0.000000000030j,-10432.0447+0.000000000007j
2001-08-01 12:00:06 PDT,-10260.37615+0.000000000000j,-10725.37175+0.000000000000j,-10432.0447-0.000000000001j
2001-08-01 12:00:07 PDT,-10260.37615-0.000000000000j,-10725.37175+0.000000000001j,-10432.0447+0.000000000000j
2001-08-01 12:00:08 PDT,-10260.376136-6122.508002202315j,-10725.3717464-6356.453808462295j,-10432.0446842-6207.553309387857j
2001-08-01 12:00:09 PDT,-10260.3761558-6122.507715540108j,-10725.3717594-6356.453433523833j,-10432.0447036-6207.553108560228j
2001-08-01 12:00:10 PDT,-10260.3760142-6122.508060201472j,-10725.3715096-6356.454062009757j,-10432.0445093-6207.553525919519j
2001-08-01 12:00:11 PDT,-10260.3761557-6122.507716490744j,-10725.3717649-6356.453433168845j,-10432.0447088-6207.553109280831j
2001-08-01 12:00:12 PDT,-10260.37615-6122.507716302942j,-10725.3717499-6356.453433589137j,-10432.0446999-6207.553107976847j
2001-08-01 12:00:13 PDT,-10260.37615-6122.507716234569j,-10725.37175-6356.453433271929j,-10432.0447-6207.553107826929j
2001-08-01 12:00:14 PDT,-10260.37615-6122.507716234494j,-10725.37175-6356.453433272489j,-10432.0447-6207.553107826052j
2001-08-01 12:00:15 PDT,-10260.37615-6122.507716234522j,-10725.37175-6356.453433272309j,-10432.0447-6207.553107825993j
2001-08-01 12:00:16 PDT,-10260.37615-6122.507716234522j,-10725.37175-6356.453433272310j,-10432.0447-6207.553107825993j
