# file...... output/inv_315_meter.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 1021
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:00:00 PDT,-5130.18846274-0.001274831811j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:01 PDT,-5130.18812222+0.000015115660j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:02 PDT,-5130.18810029-0.000000518124j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:03 PDT,-5130.18810001+0.000000002282j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:04 PDT,-5130.1881-0.000000000070j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:05 PDT,-5130.1881-0.000000000006j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:06 PDT,-5130.1881+0.000000000000j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:07 PDT,-5130.1881-0.000000000000j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:08 PDT,-5130.18806221-3061.254217033958j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:09 PDT,-5130.18810472-3061.253993742714j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:10 PDT,-5130.18796807-3061.254245052788j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:11 PDT,-5130.18810438-3061.253994310647j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:12 PDT,-5130.18809998-3061.253993869484j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:13 PDT,-5130.1881-3061.253993815358j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:14 PDT,-5130.1881-3061.253993815563j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:15 PDT,-5130.1881-3061.253993815577j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:16 PDT,-5130.1881-3061.253993815578j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:17 PDT,-5130.1881-3061.253993815578j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:18 PDT,-5130.1881-3061.253993815578j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:19 PDT,-5130.1881-3061.253993815578j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:20 PDT,-5130.1881-3061.253993815578j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:21 PDT,-5130.1881-3061.253993815578j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:22 PDT,-5130.1881-3061.253993815578j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:23 PDT,-5130.1881-3061.253993815578j,+0+0.000000000000j,+0+0.000000000000j
