# file...... output/inv_295_meter.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 981
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:00:00 PDT,-68334.1101106-0.017475582204j,-71430.9765316-0.025060579414j,-69477.4203199-0.018100913054j
2001-08-01 12:00:01 PDT,-68334.1055044+0.000205908799j,-71430.9761962+0.000494853914j,-69477.4181044+0.000255588326j
2001-08-01 12:00:02 PDT,-68334.105204-0.000007116778j,-71430.9757996-0.000017180635j,-69477.4177506-0.000008635841j
2001-08-01 12:00:03 PDT,-68334.1052001+0.000000030986j,-71430.9758003+0.000000379092j,-69477.4177502+0.000000117132j
2001-08-01 12:00:04 PDT,-68334.1052-0.000000000981j,-71430.9758-0.000000013268j,-69477.41775-0.000000003973j
2001-08-01 12:00:05 PDT,-68334.1052-0.000000000079j,-71430.9758+0.000000000309j,-69477.41775+0.000000000058j
2001-08-01 12:00:06 PDT,-68334.1052+0.000000000004j,-71430.9758+0.000000000000j,-69477.41775+0.000000000004j
2001-08-01 12:00:07 PDT,-68334.1052+0.000000000000j,-71430.9758+0.000000000011j,-69477.41775-0.000000000007j
2001-08-01 12:00:08 PDT,-68334.1061764-0.002483190032j,-71430.9770655-0.003236641707j,-69477.4183379-0.001704657701j
2001-08-01 12:00:09 PDT,-68334.1052472+0.000029501409j,-71430.9758829+0.000029433926j,-69477.4177801+0.000006302831j
2001-08-01 12:00:10 PDT,-68334.1033868-40775.904503212922j,-71430.9721658-42333.992094702808j,-69477.4151118-41342.308089213475j
2001-08-01 12:00:11 PDT,-68334.10526-40775.901076312330j,-71430.9759589-42333.985873386730j,-69477.4178349-41342.304200582708j
2001-08-01 12:00:12 PDT,-68334.1051998-40775.901070243788j,-71430.9757982-42333.985850991041j,-69477.4177489-41342.304171361939j
2001-08-01 12:00:13 PDT,-68334.1052-40775.901069501168j,-71430.9758001-42333.985847811979j,-69477.41775-41342.304170063027j
2001-08-01 12:00:14 PDT,-68334.1052-40775.901069504129j,-71430.9758-42333.985847802898j,-69477.41775-41342.304170046926j
2001-08-01 12:00:15 PDT,-68334.1052-40775.901069504333j,-71430.9758-42333.985847801094j,-69477.41775-41342.304170046496j
2001-08-01 12:00:16 PDT,-68334.1052-40775.901069504333j,-71430.9758-42333.985847801057j,-69477.41775-41342.304170046489j
2001-08-01 12:00:17 PDT,-68334.1052-40775.901069504340j,-71430.9758-42333.985847801057j,-69477.41775-41342.304170046489j
2001-08-01 12:00:18 PDT,-68334.1052-40775.901069504340j,-71430.9758-42333.985847801057j,-69477.41775-41342.304170046489j
2001-08-01 12:00:19 PDT,-68334.1052-40775.901069504340j,-71430.9758-42333.985847801057j,-69477.41775-41342.304170046489j
2001-08-01 12:00:20 PDT,-68334.1052-40775.901069504340j,-71430.9758-42333.985847801057j,-69477.41775-41342.304170046489j
2001-08-01 12:00:21 PDT,-68334.1052-40775.901069504340j,-71430.9758-42333.985847801057j,-69477.41775-41342.304170046489j
2001-08-01 12:00:22 PDT,-68334.1052-40775.901069504340j,-71430.9758-42333.985847801057j,-69477.41775-41342.304170046489j
