# file...... output/power_losses.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# group..... class=overhead_line
# trigger... (none)
# interval.. 1
# limit..... 0
# property.. timestamp,sum(power_losses.real)
2001-08-01 12:00:00 PDT,+18884.644592
2001-08-01 12:00:01 PDT,+18884.6431278
2001-08-01 12:00:02 PDT,+18884.6429515
2001-08-01 12:00:03 PDT,+18884.6429508
2001-08-01 12:00:04 PDT,+18884.6429507
2001-08-01 12:00:05 PDT,+18884.6429507
2001-08-01 12:00:06 PDT,+18884.6429507
2001-08-01 12:00:07 PDT,+18884.6429507
2001-08-01 12:00:08 PDT,+16075.2951734
2001-08-01 12:00:09 PDT,+16075.2947803
2001-08-01 12:00:10 PDT,+13645.8664844
2001-08-01 12:00:11 PDT,+13645.8664688
2001-08-01 12:00:12 PDT,+13645.866438
2001-08-01 12:00:13 PDT,+13645.866438
2001-08-01 12:00:14 PDT,+13645.866438
2001-08-01 12:00:15 PDT,+13645.866438
2001-08-01 12:00:16 PDT,+13645.866438
2001-08-01 12:00:17 PDT,+13645.866438
2001-08-01 12:00:18 PDT,+13645.866438
2001-08-01 12:00:19 PDT,+13645.866438
2001-08-01 12:00:20 PDT,+13645.866438
2001-08-01 12:00:21 PDT,+13645.866438
2001-08-01 12:00:22 PDT,+13645.866438
2001-08-01 12:00:23 PDT,+13645.866438
2001-08-01 12:00:24 PDT,+13645.866438
2001-08-01 12:00:25 PDT,+13645.866438
2001-08-01 12:00:26 PDT,+13645.866438
2001-08-01 12:00:27 PDT,+13645.866438
2001-08-01 12:00:28 PDT,+13645.866438
2001-08-01 12:00:29 PDT,+13645.866438
2001-08-01 12:00:30 PDT,+13645.866438
2001-08-01 12:00:31 PDT,+13645.866438
2001-08-01 12:00:32 PDT,+13645.866438
2001-08-01 12:00:33 PDT,+13645.866438
2001-08-01 12:00:34 PDT,+13645.866438
2001-08-01 12:00:35 PDT,+13645.866438
2001-08-01 12:00:36 PDT,+13645.866438
2001-08-01 12:00:37 PDT,+13645.866438
2001-08-01 12:00:38 PDT,+13645.866438
2001-08-01 12:00:39 PDT,+13645.866438
2001-08-01 12:00:40 PDT,+13645.866438
2001-08-01 12:00:41 PDT,+13645.866438
2001-08-01 12:00:42 PDT,+13645.866438
2001-08-01 12:00:43 PDT,+13645.866438
2001-08-01 12:00:44 PDT,+13645.866438
2001-08-01 12:00:45 PDT,+13645.866438
2001-08-01 12:00:46 PDT,+13645.866438
2001-08-01 12:00:47 PDT,+13645.866438
2001-08-01 12:00:48 PDT,+13645.866438
2001-08-01 12:00:49 PDT,+13645.866438
2001-08-01 12:00:50 PDT,+13645.866438
2001-08-01 12:00:51 PDT,+13645.866438
2001-08-01 12:00:52 PDT,+13645.866438
2001-08-01 12:00:53 PDT,+13645.866438
2001-08-01 12:00:54 PDT,+13645.866438
2001-08-01 12:00:55 PDT,+13645.866438
2001-08-01 12:00:56 PDT,+13645.866438
2001-08-01 12:00:57 PDT,+13645.866438
2001-08-01 12:00:58 PDT,+13645.866438
2001-08-01 12:00:59 PDT,+13645.866438
2001-08-01 12:01:00 PDT,+13645.866438
2001-08-01 12:01:01 PDT,+13645.866438
2001-08-01 12:01:02 PDT,+13645.866438
2001-08-01 12:01:03 PDT,+13645.866438
2001-08-01 12:01:04 PDT,+13645.866438
2001-08-01 12:01:05 PDT,+13645.866438
2001-08-01 12:01:06 PDT,+13645.866438
2001-08-01 12:01:07 PDT,+13645.866438
2001-08-01 12:01:08 PDT,+13645.866438
2001-08-01 12:01:09 PDT,+13645.866438
2001-08-01 12:01:10 PDT,+13645.866438
2001-08-01 12:01:11 PDT,+13645.866438
2001-08-01 12:01:12 PDT,+13645.866438
2001-08-01 12:01:13 PDT,+13645.866438
2001-08-01 12:01:14 PDT,+13645.866438
2001-08-01 12:01:15 PDT,+13645.866438
2001-08-01 12:01:16 PDT,+13645.866438
2001-08-01 12:01:17 PDT,+13645.866438
2001-08-01 12:01:18 PDT,+13645.866438
2001-08-01 12:01:19 PDT,+13645.866438
2001-08-01 12:01:20 PDT,+13645.866438
2001-08-01 12:01:21 PDT,+13645.866438
2001-08-01 12:01:22 PDT,+13645.866438
2001-08-01 12:01:23 PDT,+13645.866438
2001-08-01 12:01:24 PDT,+13645.866438
2001-08-01 12:01:25 PDT,+13645.866438
2001-08-01 12:01:26 PDT,+13645.866438
2001-08-01 12:01:27 PDT,+13645.866438
2001-08-01 12:01:28 PDT,+13645.866438
2001-08-01 12:01:29 PDT,+13645.866438
2001-08-01 12:01:30 PDT,+13645.866438
2001-08-01 12:01:31 PDT,+13645.866438
2001-08-01 12:01:32 PDT,+13645.866438
2001-08-01 12:01:33 PDT,+13645.866438
2001-08-01 12:01:34 PDT,+13645.866438
2001-08-01 12:01:35 PDT,+13645.866438
2001-08-01 12:01:36 PDT,+13645.866438
2001-08-01 12:01:37 PDT,+13645.866438
2001-08-01 12:01:38 PDT,+13645.866438
2001-08-01 12:01:39 PDT,+13645.866438
2001-08-01 12:01:40 PDT,+13645.866438
2001-08-01 12:01:41 PDT,+13645.866438
2001-08-01 12:01:42 PDT,+13645.866438
2001-08-01 12:01:43 PDT,+13645.866438
2001-08-01 12:01:44 PDT,+13645.866438
2001-08-01 12:01:45 PDT,+13645.866438
2001-08-01 12:01:46 PDT,+13645.866438
2001-08-01 12:01:47 PDT,+13645.866438
2001-08-01 12:01:48 PDT,+13645.866438
2001-08-01 12:01:49 PDT,+13645.866438
2001-08-01 12:01:50 PDT,+13645.866438
2001-08-01 12:01:51 PDT,+13645.866438
2001-08-01 12:01:52 PDT,+13645.866438
2001-08-01 12:01:53 PDT,+13645.866438
2001-08-01 12:01:54 PDT,+13645.866438
2001-08-01 12:01:55 PDT,+13645.866438
2001-08-01 12:01:56 PDT,+13645.866438
2001-08-01 12:01:57 PDT,+13645.866438
2001-08-01 12:01:58 PDT,+13645.866438
