# file...... output/inv_318_meter.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 1027
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:00:00 PDT,-3078.11306353-0.000743671143j,-3217.61153952-0.001067831170j,-3129.61351443-0.000771882750j
2001-08-01 12:00:01 PDT,-3078.11286298+0.000008853573j,-3217.61151671+0.000021180109j,-3129.61341503+0.000011043691j
2001-08-01 12:00:02 PDT,-3078.11285017-0.000000301648j,-3217.61149999-0.000000731755j,-3129.61340003-0.000000369688j
2001-08-01 12:00:03 PDT,-3078.11285001+0.000000001333j,-3217.61150001+0.000000016201j,-3129.61340001+0.000000005105j
2001-08-01 12:00:04 PDT,-3078.11285-0.000000000040j,-3217.6115-0.000000000565j,-3129.6134-0.000000000171j
2001-08-01 12:00:05 PDT,-3078.11285-0.000000000003j,-3217.6115+0.000000000013j,-3129.6134+0.000000000003j
2001-08-01 12:00:06 PDT,-3078.11285+0.000000000000j,-3217.6115-0.000000000000j,-3129.6134+0.000000000000j
2001-08-01 12:00:07 PDT,-3078.11285-0.000000000000j,-3217.6115+0.000000000000j,-3129.6134+0.000000000000j
2001-08-01 12:00:08 PDT,-3078.11282845-1836.753146302272j,-3217.61147271-1906.937113069300j,-3129.61338185-1862.266303856044j
2001-08-01 12:00:09 PDT,-3078.11285275-1836.753016026019j,-3217.61150426-1906.936944378602j,-3129.61340145-1862.266216792527j
2001-08-01 12:00:10 PDT,-3078.11277316-1836.753162930470j,-3217.61134724-1906.937210931764j,-3129.61328853-1862.266384693059j
2001-08-01 12:00:11 PDT,-3078.11285256-1836.753016366633j,-3217.61150677-1906.936944592330j,-3129.61340365-1862.266217568503j
2001-08-01 12:00:12 PDT,-3078.11284999-1836.753016108815j,-3217.61149992-1906.936943695443j,-3129.61339995-1862.266216350986j
2001-08-01 12:00:13 PDT,-3078.11285-1836.753016077309j,-3217.6115-1906.936943559436j,-3129.6134-1862.266216294818j
2001-08-01 12:00:14 PDT,-3078.11285-1836.753016077424j,-3217.6115-1906.936943559082j,-3129.6134-1862.266216294144j
2001-08-01 12:00:15 PDT,-3078.11285-1836.753016077432j,-3217.6115-1906.936943559005j,-3129.6134-1862.266216294125j
2001-08-01 12:00:16 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:17 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:18 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:19 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:20 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:21 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:22 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:23 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:24 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:25 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:26 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:27 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:28 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:29 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:30 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:31 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:32 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:33 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:34 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:35 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:36 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:37 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:38 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:39 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:40 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:41 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:42 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:43 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:44 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:45 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:46 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:47 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:48 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:49 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:50 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:51 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:52 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:53 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:54 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:55 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:56 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:57 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:58 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:00:59 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:00 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:01 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:02 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:03 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:04 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:05 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:06 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:07 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:08 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:09 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:10 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:11 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:12 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:13 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:14 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
2001-08-01 12:01:15 PDT,-3078.11285-1836.753016077433j,-3217.6115-1906.936943559004j,-3129.6134-1862.266216294125j
