# file...... output/inv_278_meter.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 947
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:00:00 PDT,-3078.11306492-0.000775814612j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:01 PDT,-3078.11286353+0.000009066621j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:02 PDT,-3078.11285018-0.000000316073j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:03 PDT,-3078.11285001+0.000000001339j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:04 PDT,-3078.11285-0.000000000044j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:05 PDT,-3078.11285-0.000000000003j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:06 PDT,-3078.11285+0.000000000000j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:07 PDT,-3078.11285-0.000000000000j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:08 PDT,-3078.11289261-0.000110324995j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:09 PDT,-3078.1128521+0.000001295975j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:10 PDT,-3078.11276908-1836.752966461340j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:11 PDT,-3078.11285266-1836.752814841576j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:12 PDT,-3078.11284999-1836.752814564410j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:13 PDT,-3078.11285-1836.752814531574j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:14 PDT,-3078.11285-1836.752814531707j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:15 PDT,-3078.11285-1836.752814531715j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:16 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:17 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:18 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:19 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:20 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:21 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:22 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:23 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:24 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:25 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:26 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:27 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:28 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:29 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:30 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:31 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:32 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:33 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:34 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:35 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:36 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:37 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:38 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:39 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:40 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:41 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:42 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:43 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:44 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:45 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:46 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:47 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:48 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:49 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:50 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:51 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:52 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:53 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:54 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:55 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:56 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:57 PDT,-3078.11285-1836.752814531716j,+0+0.000000000000j,+0+0.000000000000j
