# file...... output/inv_281_meter.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 953
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:00:00 PDT,-3078.11306351-0.000706479630j,-3217.61155517-0.001017553613j,-3129.61352131-0.000736587473j
2001-08-01 12:00:01 PDT,-3078.11286232+0.000008632943j,-3217.61151558+0.000020421302j,-3129.61341416+0.000010832258j
2001-08-01 12:00:02 PDT,-3078.11285017-0.000000284829j,-3217.6115-0.000000697064j,-3129.61340003-0.000000354584j
2001-08-01 12:00:03 PDT,-3078.11285001+0.000000001337j,-3217.61150001+0.000000015571j,-3129.61340001+0.000000005065j
2001-08-01 12:00:04 PDT,-3078.11285-0.000000000035j,-3217.6115-0.000000000537j,-3129.6134-0.000000000166j
2001-08-01 12:00:05 PDT,-3078.11285-0.000000000003j,-3217.6115+0.000000000013j,-3129.6134+0.000000000002j
2001-08-01 12:00:06 PDT,-3078.11285+0.000000000000j,-3217.6115+0.000000000000j,-3129.6134-0.000000000000j
2001-08-01 12:00:07 PDT,-3078.11285-0.000000000000j,-3217.6115+0.000000000000j,-3129.6134-0.000000000000j
2001-08-01 12:00:08 PDT,-3078.11283082-1836.752411785658j,-3217.61147642-1906.936452222095j,-3129.61338373-1862.266075341107j
2001-08-01 12:00:09 PDT,-3078.11285261-1836.752287505603j,-3217.61150407-1906.936291127930j,-3129.6134014-1862.265991789069j
2001-08-01 12:00:10 PDT,-3078.11277819-1836.752428772631j,-3217.61135869-1906.936547682677j,-3129.61329617-1862.266154511259j
2001-08-01 12:00:11 PDT,-3078.11285245-1836.752287836287j,-3217.61150647-1906.936291286763j,-3129.61340352-1862.265992481660j
2001-08-01 12:00:12 PDT,-3078.11284999-1836.752287608102j,-3217.61149993-1906.936290544955j,-3129.61339996-1862.265991384689j
2001-08-01 12:00:13 PDT,-3078.11285-1836.752287578081j,-3217.6115-1906.936290414191j,-3129.6134-1862.265991329776j
2001-08-01 12:00:14 PDT,-3078.11285-1836.752287578175j,-3217.6115-1906.936290413916j,-3129.6134-1862.265991329162j
2001-08-01 12:00:15 PDT,-3078.11285-1836.752287578184j,-3217.6115-1906.936290413843j,-3129.6134-1862.265991329142j
2001-08-01 12:00:16 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:17 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:18 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:19 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:20 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:21 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:22 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:23 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:24 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:25 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:26 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:27 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:28 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:29 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:30 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:31 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:32 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:33 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:34 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:35 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:36 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:37 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:38 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:39 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:40 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:41 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:42 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:43 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:44 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:45 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:46 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:47 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:48 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:49 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:50 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:51 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:52 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:53 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:54 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:55 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:56 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:57 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:58 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
2001-08-01 12:00:59 PDT,-3078.11285-1836.752287578185j,-3217.6115-1906.936290413842j,-3129.6134-1862.265991329142j
