# file...... output/inv_304_meter.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 999
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:00:00 PDT,-5130.18810024-0.000005723977j,-5362.685848-0.000007483303j,-5216.0223494-0.000005245029j
2001-08-01 12:00:01 PDT,-5130.1881001+0.000000039048j,-5362.68585016+0.000000118650j,-5216.02235013+0.000000039761j
2001-08-01 12:00:02 PDT,-5130.1881-0.000000002576j,-5362.68585-0.000000005188j,-5216.02235-0.000000002237j
2001-08-01 12:00:03 PDT,-5130.1881+0.000000000002j,-5362.68585+0.000000000097j,-5216.02235+0.000000000012j
2001-08-01 12:00:04 PDT,-5130.1881-0.000000000001j,-5362.68585-0.000000000004j,-5216.02235-0.000000000001j
2001-08-01 12:00:05 PDT,-5130.1881-0.000000000000j,-5362.68585-0.000000000000j,-5216.02235+0.000000000000j
2001-08-01 12:00:06 PDT,-5130.1881+0.000000000000j,-5362.68585-0.000000000000j,-5216.02235+0.000000000000j
2001-08-01 12:00:07 PDT,-5130.1881+0.000000000000j,-5362.68585-0.000000000000j,-5216.02235+0.000000000000j
2001-08-01 12:00:08 PDT,-5130.1881001-0.000000822811j,-5362.68585006-0.000001051610j,-5216.02235003-0.000000501121j
2001-08-01 12:00:09 PDT,-5130.18810002+0.000000006068j,-5362.68585003+0.000000000227j,-5216.02235001-0.000000000762j
2001-08-01 12:00:10 PDT,-5130.18809925-3061.253800924473j,-5362.68584835-3178.227201610958j,-5216.02234892-3103.776600900442j
2001-08-01 12:00:11 PDT,-5130.18810002-3061.253799993281j,-5362.68585005-3178.227200027867j,-5216.02235002-3103.776600048049j
2001-08-01 12:00:12 PDT,-5130.1881-3061.253799989457j,-5362.68585-3178.227200006758j,-5216.02235-3103.776600031618j
2001-08-01 12:00:13 PDT,-5130.1881-3061.253799989213j,-5362.68585-3178.227200005927j,-5216.02235-3103.776600031402j
2001-08-01 12:00:14 PDT,-5130.1881-3061.253799989216j,-5362.68585-3178.227200005915j,-5216.02235-3103.776600031392j
2001-08-01 12:00:15 PDT,-5130.1881-3061.253799989216j,-5362.68585-3178.227200005915j,-5216.02235-3103.776600031392j
2001-08-01 12:00:16 PDT,-5130.1881-3061.253799989216j,-5362.68585-3178.227200005915j,-5216.02235-3103.776600031392j
2001-08-01 12:00:17 PDT,-5130.1881-3061.253799989216j,-5362.68585-3178.227200005915j,-5216.02235-3103.776600031392j
2001-08-01 12:00:18 PDT,-5130.1881-3061.253799989216j,-5362.68585-3178.227200005915j,-5216.02235-3103.776600031392j
2001-08-01 12:00:19 PDT,-5130.1881-3061.253799989216j,-5362.68585-3178.227200005915j,-5216.02235-3103.776600031392j
2001-08-01 12:00:20 PDT,-5130.1881-3061.253799989216j,-5362.68585-3178.227200005915j,-5216.02235-3103.776600031392j
2001-08-01 12:00:21 PDT,-5130.1881-3061.253799989216j,-5362.68585-3178.227200005915j,-5216.02235-3103.776600031392j
2001-08-01 12:00:22 PDT,-5130.1881-3061.253799989216j,-5362.68585-3178.227200005915j,-5216.02235-3103.776600031392j
2001-08-01 12:00:23 PDT,-5130.1881-3061.253799989216j,-5362.68585-3178.227200005915j,-5216.02235-3103.776600031392j
2001-08-01 12:00:24 PDT,-5130.1881-3061.253799989216j,-5362.68585-3178.227200005915j,-5216.02235-3103.776600031392j
