# file...... output/inv_305_meter.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 1001
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:00:00 PDT,+0+0.000000000000j,-5362.68584798-0.000007466077j,+0+0.000000000000j
2001-08-01 12:00:01 PDT,+0+0.000000000000j,-5362.68585016+0.000000118022j,+0+0.000000000000j
2001-08-01 12:00:02 PDT,+0+0.000000000000j,-5362.68585-0.000000005175j,+0+0.000000000000j
2001-08-01 12:00:03 PDT,+0+0.000000000000j,-5362.68585+0.000000000096j,+0+0.000000000000j
2001-08-01 12:00:04 PDT,+0+0.000000000000j,-5362.68585-0.000000000004j,+0+0.000000000000j
2001-08-01 12:00:05 PDT,+0+0.000000000000j,-5362.68585+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:06 PDT,+0+0.000000000000j,-5362.68585+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:07 PDT,+0+0.000000000000j,-5362.68585+0.000000000000j,+0+0.000000000000j
2001-08-01 12:00:08 PDT,+0+0.000000000000j,-5362.68585006-0.000001050748j,+0+0.000000000000j
2001-08-01 12:00:09 PDT,+0+0.000000000000j,-5362.68585003+0.000000000136j,+0+0.000000000000j
2001-08-01 12:00:10 PDT,+0+0.000000000000j,-5362.68584835-3178.227199923874j,+0+0.000000000000j
2001-08-01 12:00:11 PDT,+0+0.000000000000j,-5362.68585005-3178.227198348041j,+0+0.000000000000j
2001-08-01 12:00:12 PDT,+0+0.000000000000j,-5362.68585-3178.227198326834j,+0+0.000000000000j
2001-08-01 12:00:13 PDT,+0+0.000000000000j,-5362.68585-3178.227198326006j,+0+0.000000000000j
2001-08-01 12:00:14 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:15 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:16 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:17 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:18 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:19 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:20 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:21 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:22 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:23 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:24 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:25 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:26 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:27 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:28 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:29 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:30 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:31 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:32 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:33 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
2001-08-01 12:00:34 PDT,+0+0.000000000000j,-5362.68585-3178.227198325993j,+0+0.000000000000j
