# file...... output/inv_321_meter.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 1033
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:00:00 PDT,-3078.11306425-0.000761025035j,-3217.61153322-0.001091400227j,-3129.6135121-0.000788390982j
2001-08-01 12:00:01 PDT,-3078.11286328+0.000008970958j,-3217.61151722+0.000021553294j,-3129.61341543+0.000011160330j
2001-08-01 12:00:02 PDT,-3078.11285018-0.000000309438j,-3217.61149998-0.000000748056j,-3129.61340003-0.000000376762j
2001-08-01 12:00:03 PDT,-3078.11285001+0.000000001338j,-3217.61150001+0.000000016508j,-3129.61340001+0.000000005132j
2001-08-01 12:00:04 PDT,-3078.11285-0.000000000042j,-3217.6115-0.000000000577j,-3129.6134-0.000000000173j
2001-08-01 12:00:05 PDT,-3078.11285-0.000000000003j,-3217.6115+0.000000000013j,-3129.6134+0.000000000003j
2001-08-01 12:00:06 PDT,-3078.11285+0.000000000000j,-3217.6115+0.000000000000j,-3129.6134+0.000000000000j
2001-08-01 12:00:07 PDT,-3078.11285+0.000000000000j,-3217.6115+0.000000000000j,-3129.6134-0.000000000000j
2001-08-01 12:00:08 PDT,-3078.11282743-1836.753988418224j,-3217.6114711-1906.938250452367j,-3129.61338104-1862.267466426435j
2001-08-01 12:00:09 PDT,-3078.11285281-1836.753855241837j,-3217.61150436-1906.938078097913j,-3129.61340148-1862.267377645895j
2001-08-01 12:00:10 PDT,-3078.11277092-1836.754004886239j,-3217.61134211-1906.938349496455j,-3129.61328513-1862.267548114211j
2001-08-01 12:00:11 PDT,-3078.11285261-1836.753855586887j,-3217.61150692-1906.938078334255j,-3129.61340371-1862.267378458170j
2001-08-01 12:00:12 PDT,-3078.11284999-1836.753855317528j,-3217.61149992-1906.938077371037j,-3129.61339995-1862.267377188300j
2001-08-01 12:00:13 PDT,-3078.11285-1836.753855285307j,-3217.6115-1906.938077232496j,-3129.6134-1862.267377131489j
2001-08-01 12:00:14 PDT,-3078.11285-1836.753855285429j,-3217.6115-1906.938077232108j,-3129.6134-1862.267377130789j
2001-08-01 12:00:15 PDT,-3078.11285-1836.753855285438j,-3217.6115-1906.938077232029j,-3129.6134-1862.267377130770j
2001-08-01 12:00:16 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:17 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:18 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:19 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:20 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:21 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:22 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:23 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:24 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:25 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:26 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:27 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:28 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:29 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:30 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:31 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:32 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:33 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:34 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:35 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:36 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:37 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:38 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:39 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:40 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:41 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:42 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:43 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
2001-08-01 12:00:44 PDT,-3078.11285-1836.753855285439j,-3217.6115-1906.938077232027j,-3129.6134-1862.267377130769j
