# file...... output/inv_294_meter.csv
# date...... Fri Jan 19 16:25:08 2024
# user...... nathangray
# host...... (null)
# target.... meter 979
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power_A,measured_power_B,measured_power_C
2001-08-01 12:00:00 PDT,-20520.7537671-0.005114313922j,-21450.743759-0.007335648674j,-20864.0901825-0.005298483302j
2001-08-01 12:00:01 PDT,-20520.7523891+0.000060904782j,-21450.7436151+0.000145415854j,-20864.0895033+0.000075586151j
2001-08-01 12:00:02 PDT,-20520.7523012-0.000002078032j,-21450.7434999-0.000005027783j,-20864.0894002-0.000002533428j
2001-08-01 12:00:03 PDT,-20520.7523+0.000000009280j,-21450.7435001+0.000000111266j,-20864.0894001+0.000000034814j
2001-08-01 12:00:04 PDT,-20520.7523-0.000000000280j,-21450.7435-0.000000003884j,-20864.0894-0.000000001173j
2001-08-01 12:00:05 PDT,-20520.7523-0.000000000023j,-21450.7435+0.000000000087j,-20864.0894+0.000000000018j
2001-08-01 12:00:06 PDT,-20520.7523+0.000000000001j,-21450.7435+0.000000000000j,-20864.0894+0.000000000002j
2001-08-01 12:00:07 PDT,-20520.7523-0.000000000000j,-21450.7435+0.000000000004j,-20864.0894-0.000000000002j
2001-08-01 12:00:08 PDT,-20520.7521488-12245.016298644248j,-21450.7433069-12712.909945037312j,-20864.0892732-12415.107063045265j
2001-08-01 12:00:09 PDT,-20520.7523189-12245.015402027773j,-21450.7435293-12712.908785697306j,-20864.0894099-12415.106465344543j
2001-08-01 12:00:10 PDT,-20520.7517725-12245.016412176405j,-21450.7424472-12712.910614781764j,-20864.0886341-12415.107615752549j
2001-08-01 12:00:11 PDT,-20520.7523176-12245.015404277203j,-21450.7435465-12712.908787109773j,-20864.089425-12415.106470671419j
2001-08-01 12:00:12 PDT,-20520.7522999-12245.015402543668j,-21450.7434995-12712.908780847509j,-20864.0893997-12415.106462284617j
2001-08-01 12:00:13 PDT,-20520.7523-12245.015402326006j,-21450.7435-12712.908779914080j,-20864.0894-12415.106461900723j
2001-08-01 12:00:14 PDT,-20520.7523-12245.015402326828j,-21450.7435-12712.908779911577j,-20864.0894-12415.106461896079j
2001-08-01 12:00:15 PDT,-20520.7523-12245.015402326888j,-21450.7435-12712.908779911046j,-20864.0894-12415.106461895950j
2001-08-01 12:00:16 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:17 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:18 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:19 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:20 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:21 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:22 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:23 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:24 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:25 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:26 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:27 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:28 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:29 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:30 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:31 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:32 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:33 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:34 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:35 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:36 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:37 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
2001-08-01 12:00:38 PDT,-20520.7523-12245.015402326891j,-21450.7435-12712.908779911042j,-20864.0894-12415.106461895952j
