1	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
2	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
3	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
4	0.0	0.0	20.0	10.0	0.0	0.0	0	0	0	0	0	0
5	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
6	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
7	0.0	0.0	0.0	0.0	20.0	10.0	0	0	0	0	0	0
8	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
9	20.0	10.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
10	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
11	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
12	20.0	10.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
13	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
14	0.0	0.0	20.0	10.0	0.0	0.0	0	0	0	0	0	0
15	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
16	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
17	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
18	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
19	0.0	0.0	0.0	0.0	20.0	10.0	0	0	0	0	0	0
20	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
21	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
22	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
23	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
24	0.0	0.0	40.0	20.0	0.0	0.0	0	0	0	0	0	0
25	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
26	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
27	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
28	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
29	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
30	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
31	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
32	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
33	0.0	0.0	0.0	0.0	20.0	10.0	0	0	0	0	0	0
34	0.0	0.0	0.0	0.0	20.0	10.0	0	0	0	0	0	0
35	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
36	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
37	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
38	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
39	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
40	0.0	0.0	40.0	20.0	0.0	0.0	0	0	0	0	0	0
41	0.0	0.0	20.0	10.0	0.0	0.0	0	0	0	0	0	0
42	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
43	0.0	0.0	0.0	0.0	20.0	10.0	0	0	0	0	0	0
44	20.0	10.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
45	0.0	0.0	40.0	20.0	0.0	0.0	0	0	0	0	0	0
46	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
47	20.0	10.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
48	20.0	10.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
49	35.0	25.0	35.0	25.0	35.0	25.0	0	0	0	10	10	10
50	70.0	50.0	70.0	50.0	70.0	50.0	0	0	0	10	10	10
51	35.0	25.0	70.0	50.0	35.0	20.0	0	0	0	10	10	10
52	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
53	20.0	10.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
54	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
55	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
56	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
57	20.0	10.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
58	0.0	0.0	20.0	10.0	0.0	0.0	0	0	0	0	0	0
59	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
60	0.0	0.0	40.0	20.0	0.0	0.0	0	0	0	0	0	0
61	0.0	0.0	20.0	10.0	0.0	0.0	0	0	0	0	0	0
62	20.0	10.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
63	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
64	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
65	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
66	0.0	0.0	75.0	35.0	0.0	0.0	0	0	0	0	0	0
67	35.0	25.0	35.0	25.0	70.0	50.0	0	0	0	10	10	10
68	0.0	0.0	0.0	0.0	75.0	35.0	0	0	0	0	0	0
69	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
70	20.0	10.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
71	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
72	20.0	10.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
73	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
74	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
75	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
76	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
77	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
78	105.0	80.0	70.0	50.0	70.0	50.0	0	0	0	10	10	10
79	0.0	0.0	40.0	20.0	0.0	0.0	0	0	0	0	0	0
80	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
81	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
82	0.0	0.0	40.0	20.0	0.0	0.0	0	0	0	0	0	0
83	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
84	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
85	0.0	0.0	0.0	0.0	20.0	10.0	0	0	0	0	0	0
86	0.0	0.0	0.0	0.0	20.0	10.0	0	0	0	0	0	0
87	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
88	0.0	0.0	20.0	10.0	0.0	0.0	0	0	0	10	10	10
89	0.0	0.0	40.0	20.0	0.0	0.0	0	0	0	0	0	0
90	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
91	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
92	0.0	0.0	40.0	20.0	0.0	0.0	0	0	0	0	0	0
93	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
94	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	0	0	0
95	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
96	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
97	0.0	0.0	20.0	10.0	0.0	0.0	0	0	0	0	0	0
98	0.0	0.0	20.0	10.0	0.0	0.0	0	0	0	0	0	0
99	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
100	40.0	20.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
101	0.0	0.0	40.0	20.0	0.0	0.0	0	0	0	10	10	10
102	0.0	0.0	0.0	0.0	40.0	20.0	0	0	0	10	10	10
103	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	10	10	10
