fb,tb,raa,rab,rac,rbb,rbc,rcc,xaa,xab,xac,xbb,xbc,xcc,type,name,status,s_base,v_ln_base,z_base
1,2,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,switch, ,CLOSED,1000000.0,7199.557856794634,51.83363333333335
2,3,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_211_93,CLOSED,1000000.0,7199.557856794634,51.83363333333335
3,4,4.031375527262366e-05,1.7671783133204895e-05,1.7671783133204895e-05,4.031375527262366e-05,1.7671783133204895e-05,4.031375527262366e-05,0.0005581338172903,0.0001862286868377,0.0001862286868377,0.0005581338172903,0.0001862286868377,0.0005581338172903,overhead_line,oh_line_93_209,,1000000.0,7199.557856794634,51.83363333333335
4,5,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_209_85,CLOSED,1000000.0,7199.557856794634,51.83363333333335
5,6,9.904572899578068e-05,2.9230055903213417e-05,2.9230055903213417e-05,9.904572899578068e-05,2.9230055903213417e-05,9.904572899578068e-05,0.0004382826080106,0.0001418604008079,0.0001418604008079,0.0004382826080106,0.0001418604008079,0.0004382826080106,overhead_line,oh_line_85_207,,1000000.0,7199.557856794634,51.83363333333335
6,7,2.545412591590378e-05,7.511939495351647e-06,7.511939495351647e-06,2.545412591590378e-05,7.511939495351647e-06,2.545412591590378e-05,0.0001126358582461,3.645722578103756e-05,3.645722578103756e-05,0.0001126358582461,3.645722578103756e-05,0.0001126358582461,overhead_line,oh_line_207_64,,1000000.0,7199.557856794634,51.83363333333335
7,8,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_64_285,CLOSED,1000000.0,7199.557856794634,51.83363333333335
6,9,0.0001538907181273,4.541573210128745e-05,4.541573210128745e-05,0.0001538907181273,4.541573210128745e-05,0.0001538907181273,0.0006809745960108,0.0002204133300397,0.0002204133300397,0.0006809745960108,0.0002204133300397,0.0006809745960108,overhead_line,oh_line_207_205,,1000000.0,7199.557856794634,51.83363333333335
9,10,0.0,0.0,0.0,0.0001511349170647,0.0,0.0,0.0,0.0,0.0,0.0001464830476134,0.0,0.0,overhead_line,oh_line_205_62,,1000000.0,7199.557856794634,51.83363333333335
10,11,0.0,0.0,0.0,1.9292492840877443e-06,0.0,0.0,0.0,0.0,0.0,-1.9292492840877443e-06,0.0,0.0,switch,switch_62_283,CLOSED,1000000.0,7199.557856794634,51.83363333333335
9,12,0.000240691688265,7.10321542862745e-05,7.10321542862745e-05,0.000240691688265,7.10321542862745e-05,0.000240691688265,0.0010650734961399,0.0003447359085001,0.0003447359085001,0.0010650734961399,0.0003447359085001,0.0010650734961399,overhead_line,oh_line_205_200,,1000000.0,7199.557856794634,51.83363333333335
12,13,1.122976655966738e-05,0.0,0.0,0.0,0.0,0.0,0.0001554732977575,0.0,0.0,0.0,0.0,0.0,overhead_line,oh_line_200_57,,1000000.0,7199.557856794634,51.83363333333335
13,14,1.9292492840877443e-06,0.0,0.0,0.0,0.0,0.0,-1.9292492840877443e-06,0.0,0.0,0.0,0.0,0.0,switch,switch_57_278,CLOSED,1000000.0,7199.557856794634,51.83363333333335
12,15,0.0004967766647389,0.0001466071261119,0.0001466071261119,0.0004967766647389,0.0001466071261119,0.0004967766647389,0.0021982631096581,0.0007115191890295,0.0007115191890295,0.0021982631096581,0.0007115191890295,0.0021982631096581,overhead_line,oh_line_200_196,,1000000.0,7199.557856794634,51.83363333333335
