id,pl_a,ql_a,pl_b,ql_b,pl_c,ql_c,name,bus_type,v_a,v_b,v_c,v_ln_base,s_base,v_min,v_max,cvr_p,cvr_q,phases,has_gen,has_load,has_cap,latitude,longitude
1,0,0,0,0,0,0,up,SWING,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,False,False,1850.0,3175.0
2,0.0,0.0,0.0,0.0,0.0,0.0,160,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,False,False,1850.0,3175.0
3,0.0,0.0,0.0,0.0,0.0,0.0,160r,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,False,False,1850.0,3175.0
4,0.0,0.0,0.0,0.0,0.0,0.0,67,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,False,False,1850.0,3525.0
5,0.0200007814260245,0.0100017320743332,0.0,0.0,0.0,0.0,68,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,a,False,True,False,1850.0,3725.0
6,0.0400016283184838,0.0200035319761243,0.0,0.0,0.0,0.0,69,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,a,False,True,False,1850.0,4000.0
7,0.0200008377375133,0.0100017904232627,0.0,0.0,0.0,0.0,70,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,a,False,True,False,1850.0,4325.0
8,0.040001702234007,0.0200036085977581,0.0,0.0,0.0,0.0,71,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,a,False,True,False,1850.0,4600.0
9,0.0,0.0,0.0,0.0,0.0,0.0,72,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,False,False,1575.0,3525.0
10,0.0,0.0,0.0,0.0,0.040000933050139,0.0199988446412554,73,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,c,False,True,False,1575.0,3800.0
11,0.0,0.0,0.0,0.0,0.0419434570395185,0.0209700270785367,74,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,c,False,True,False,1575.0,4150.0
12,0.0,0.0,0.0,0.0,0.0400009319307523,0.0199988424522616,75,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,c,False,True,False,1575.0,4550.0
13,0.0995713950838562,0.0551070345495008,0.080210351069479,0.0777988325472275,0.0719241879480067,0.0519904384658059,76,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,1375.0,3525.0
14,0.0,0.0,0.0399981880158234,0.0199992376518334,0.0,0.0,77,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,1375.0,3925.0
15,0.0,0.0,0.0,0.0,0.0,0.0,78,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,False,False,1375.0,4025.0
16,0.0424418688783038,0.0212239185158514,0.0,0.0,0.0,0.0,79,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,1375.0,4250.0
17,0.0,0.0,0.0399981535115266,0.0199992279014718,0.0,0.0,80,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,900.0,4025.0
18,0.0,0.0,0.0,0.0,0.0,0.0,81,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,False,False,425.0,4025.0
19,0.0400016211723644,0.0200036875181433,0.0,0.0,0.0,0.0,82,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,175.0,4025.0
