fb,tb,raa,rab,rac,rbb,rbc,rcc,xaa,xab,xac,xbb,xbc,xcc,type,name,status,s_base,v_ln_base,z_base
1,2,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,switch, ,CLOSED,1000000.0,7199.557856794634,51.83363333333335
2,3,0.0007673059397376,0.000429419713531,0.000429419713531,0.0007673059397376,0.000429419713531,0.0007673059397376,0.001874127782014,0.0003916655451687,0.0003916655451687,0.001874127782014,0.0003916655451687,0.001874127782014,overhead_line,oh_line_243_168,,1000000.0,7199.557856794634,51.83363333333335
3,4,0.0007269791123395,0.0004068509651712,0.0004068509651712,0.0007269791123395,0.0004068509651712,0.0007269791123395,0.0017756303982806,0.0003710810194667,0.0003710810194667,0.0017756303982806,0.0003710810194667,0.0017756303982806,overhead_line,oh_line_168_169,,1000000.0,7199.557856794634,51.83363333333335
4,5,0.0002994267966528,0.0001675730143391,0.0001675730143391,0.0002994267966528,0.0001675730143391,0.0002994267966528,0.0007313433263379,0.0001528401560259,0.0001528401560259,0.0007313433263379,0.0001528401560259,0.0007313433263379,overhead_line,oh_line_169_158,,1000000.0,7199.557856794634,51.83363333333335
5,6,0.0006608312655045,0.0003698315861106,0.0003698315861106,0.0006608312655045,0.0003698315861106,0.0006608312655045,0.001614065745834,0.0003373163486221,0.0003373163486221,0.001614065745834,0.0003373163486221,0.001614065745834,overhead_line,oh_line_158_170,,1000000.0,7199.557856794634,51.83363333333335
6,7,0.0008372843603535,0.0004685828579536,0.0004685828579536,0.0008372843603535,0.0004685828579536,0.0008372843603535,0.0020450485261733,0.0004273855035858,0.0004273855035858,0.0020450485261733,0.0004273855035858,0.0020450485261733,overhead_line,oh_line_170_171,,1000000.0,7199.557856794634,51.83363333333335
7,8,0.000583575683704,0.0003265958074109,0.0003265958074109,0.000583575683704,0.0003265958074109,0.000583575683704,0.0014253706964806,0.0002978818180181,0.0002978818180181,0.0014253706964806,0.0002978818180181,0.0014253706964806,overhead_line,oh_line_171_173,,1000000.0,7199.557856794634,51.83363333333335
8,9,0.0004401836095043,0.0002463470041155,0.0002463470041155,0.0004401836095043,0.0002463470041155,0.0004401836095043,0.001075138727639,0.0002246884123558,0.0002246884123558,0.001075138727639,0.0002246884123558,0.001075138727639,overhead_line,oh_line_173_176,,1000000.0,7199.557856794634,51.83363333333335
9,10,1.9292492840877443e-06,0.0,0.0,1.9292492840877443e-06,0.0,1.9292492840877443e-06,-1.9292492840877443e-06,0.0,0.0,-1.9292492840877443e-06,0.0,-1.9292492840877443e-06,switch,switch_176_236,CLOSED,1000000.0,7199.557856794634,51.83363333333335
10,11,2.676467993549759e-06,1.224050208654156e-06,1.224050208654156e-06,2.676467993549759e-06,1.224050208654156e-06,2.676467993549759e-06,4.098741258381491e-05,1.3720323980586136e-05,1.3720323980586136e-05,4.098741258381491e-05,1.3720323980586136e-05,4.098741258381491e-05,overhead_line,oh_line_236_5,,1000000.0,7199.557856794634,51.83363333333335
