id,pl_a,ql_a,pl_b,ql_b,pl_c,ql_c,name,bus_type,v_a,v_b,v_c,v_ln_base,s_base,v_min,v_max,cvr_p,cvr_q,phases,has_gen,has_load,has_cap,latitude,longitude
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.0,0.0,0.0,0.0,0.0,0.0,152,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,False,False,1500.0,1600.0
3,0.0400008273380068,0.02000175284385,0.0,0.0,0.0,0.0,52,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,1500.0,2000.0
4,0.0400009097070722,0.0200019523860331,0.0,0.0,0.0,0.0,53,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,1500.0,2200.0
5,0.0,0.0,0.0,0.0,0.0,0.0,54,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,False,False,1500.0,2325.0
6,0.019649020500758,0.0098252934258349,0.0,0.0,0.0,0.0,55,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,1500.0,2600.0
7,0.0,0.0,0.0199994377324595,0.0099997831369695,0.0,0.0,56,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,1500.0,2875.0
8,0.0,0.0,0.0,0.0,0.0,0.0,57,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,False,False,1850.0,2325.0
9,0.0,0.0,0.0204861686455133,0.0102431542260088,0.0,0.0,58,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,b,False,True,False,1850.0,2075.0
10,0.0,0.0,0.019999361022956,0.0099997481441092,0.0,0.0,59,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,b,False,True,False,1850.0,1825.0
11,0.020000697689899,0.0100015604684242,0.0,0.0,0.0,0.0,60,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,1850.0,3075.0
12,0.0,0.0,0.0,0.0,0.0,0.0,61,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,False,False,1300.0,3075.0
13,0.0,0.0,0.0,0.0,0.0,0.0,61s,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,False,False,1300.0,3175.0
14,0.0,0.0,0.0,0.0,0.0,0.0,610,PQ,1.0,1.0,1.0,277.1281292110204,1000000.0,0.95,1.05,0,0,abc,False,False,False,1300.0,3275.0
15,0.0,0.0,0.0,0.0,0.0397762363253016,0.0198866904139398,62,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,2100.0,3075.0
16,0.0400014367015596,0.0200031419689022,0.0,0.0,0.0,0.0,63,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,2275.0,3075.0
17,0.0,0.0,0.0762041846884387,0.0355622776674882,0.0,0.0,64,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,2625.0,3075.0
18,0.0442048855733588,0.0453917408384021,0.0354275826114097,0.0254200409556566,0.0585568522468638,0.0278972552412951,65,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,2625.0,2650.0
19,0.0,0.0,0.0,0.0,0.0750014341726323,0.0349980228158966,66,PQ,1.0,1.0,1.0,2401.777119828844,1000000.0,0.95,1.05,0,0,abc,False,True,False,2300.0,2650.0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
