fb,tb,raa,rab,rac,rbb,rbc,rcc,xaa,xab,xac,xbb,xbc,xcc,type,name,status,s_base,v_ln_base,z_base,phases
1,2,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,switch, ,CLOSED,1000000.0,2401.777119828844,5.768533333333334,abc
2,3,0.0060096154077292,0.0020487325490014,0.0020159002866124,0.0061278114829881,0.002074998289571,0.0060608336954511,0.0141572670349482,0.0065887762805103,0.0050548534809541,0.0137659065504807,0.0055630967779215,0.0139878526026257,line,l116,,1000000.0,2401.777119828844,5.768533333333334,abc
3,4,0.0030048077038646,0.0010243662745007,0.0010079501433062,0.003063905741494,0.0010374991447855,0.0030304168477255,0.0070786335174741,0.0032943881402551,0.002527426740477,0.0068829532752403,0.0027815483889607,0.0069939263013128,line,l52,,1000000.0,2401.777119828844,5.768533333333334,abc
4,5,0.0018780048149154,0.0006402289215629,0.0006299688395663,0.0019149410884338,0.0006484369654909,0.0018940105298284,0.0044241459484213,0.0020589925876594,0.0015796417127981,0.0043018457970252,0.0017384677431004,0.0043712039383205,line,l53,,1000000.0,2401.777119828844,5.768533333333334,abc
5,6,0.0041316105928138,0.0014085036274385,0.001385931447046,0.0042128703945543,0.00142656132408,0.0041668231656226,0.0097331210865269,0.0045297836928508,0.0034752117681559,0.0094640607534555,0.003824629034821,0.0096166486643051,line,l54,,1000000.0,2401.777119828844,5.768533333333334,abc
6,7,0.0041316105928138,0.0014085036274385,0.001385931447046,0.0042128703945543,0.00142656132408,0.0041668231656226,0.0097331210865269,0.0045297836928508,0.0034752117681559,0.0094640607534555,0.003824629034821,0.0096166486643051,line,l56,,1000000.0,2401.777119828844,5.768533333333334,abc
5,8,0.0053032294835197,0.0017639127507858,0.0018156235033746,0.0052584134817631,0.0017926409803762,0.0053618350476146,0.0122393710272975,0.0044229967958348,0.0048677096806813,0.0123876086555796,0.0057651792454465,0.0120451682316706,line,l55,,1000000.0,2401.777119828844,5.768533333333334,abc
8,9,0.0,0.0,0.0,0.0109101572901257,0.0,0.0,0.0,0.0,0.0,0.0110603648385493,0.0,0.0,line,l57,,1000000.0,2401.777119828844,5.768533333333334,b
9,10,0.0,0.0,0.0,0.0109101572901257,0.0,0.0,0.0,0.0,0.0,0.0110603648385493,0.0,0.0,line,l59,,1000000.0,2401.777119828844,5.768533333333334,b
8,11,0.0113640631789709,0.0037798130373982,0.0038906217929456,0.0112680288894924,0.0038413735293777,0.0114896465306028,0.0262272236299232,0.009477850276789,0.0104308064586029,0.0265448756905279,0.0123539555259569,0.0258110747821514,line,l58,,1000000.0,2401.777119828844,5.768533333333334,abc
11,12,0.0084257407891087,0.002817007254877,0.0028531226481601,0.0082632211856277,0.002771862894092,0.0083336463312453,0.018928121506911,0.0090595673857017,0.0076492580696421,0.0194662421730538,0.0069504235363119,0.0192332973286103,line,l60,,1000000.0,2401.777119828844,5.768533333333334,abc
12,13,0.0001733542899408,0.0,0.0,0.0001733542899408,0.0,0.0001733542899408,0.0001733542899408,0.0,0.0,0.0001733542899408,0.0,0.0001733542899408,switch,sw6,CLOSED,1000000.0,2401.777119828844,5.768533333333334,abc
13,14,3.756252604166668e-06,0.0,0.0,3.756252604166668e-06,0.0,3.756252604166668e-06,0.0037562526041666,0.0,0.0,0.0037562526041666,0.0,0.0037562526041666,transformer,xfm1,,1000000.0,277.1281292110204,0.0768,abc
11,15,0.0124836429537259,0.004266551145294,0.0040416502172707,0.0125821397408931,0.004266551145294,0.0124836429537259,0.0061732841681305,0.0022777374664848,0.0017704791945959,0.0058786146825305,0.0022777374664848,0.0061732841681305,line,l61,,1000000.0,2401.777119828844,5.768533333333334,abc
15,16,0.0087385500676081,0.0029865858017058,0.0028291551520894,0.0088074978186251,0.0029865858017058,0.0087385500676081,0.0043212989176913,0.0015944162265393,0.0012393354362171,0.0041150302777713,0.0015944162265393,0.0043212989176913,line,l62,,1000000.0,2401.777119828844,5.768533333333334,abc
16,17,0.0174771001352163,0.0059731716034116,0.0056583103041789,0.0176149956372503,0.0059731716034116,0.0174771001352163,0.0086425978353827,0.0031888324530787,0.0024786708724343,0.0082300605555427,0.0031888324530787,0.0086425978353827,line,l63,,1000000.0,2401.777119828844,5.768533333333334,abc
17,18,0.0212221930213341,0.0072531369469998,0.0068708053693602,0.0213896375595183,0.0072531369469998,0.0212221930213341,0.0104945830858219,0.0038721536930242,0.0030098146308131,0.0099936449603018,0.0038721536930242,0.0104945830858219,line,l64,,1000000.0,2401.777119828844,5.768533333333334,abc
18,19,0.0162287358398437,0.0055465164888822,0.0052541452824519,0.016356781663161,0.0055465164888822,0.0162287358398437,0.0080252694185697,0.0029610587064302,0.0023016229529747,0.0076421990872896,0.0029610587064302,0.0080252694185697,line,l65,,1000000.0,2401.777119828844,5.768533333333334,abc
11,20,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,switch, ,CLOSED,1000000.0,2401.777119828844,5.768533333333334,abc
