id,pl_a,ql_a,pl_b,ql_b,pl_c,ql_c,name,bus_type,v_a,v_b,v_c,v_ln_base,s_base,v_min,v_max,cvr_p,cvr_q,phases,has_gen,has_load,has_cap,latitude,longitude
1,0.0,0.0,0.0,0.0,0.0,0.0,150,SWING,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,False,False,False,1500.0,100.0
2,0.0,0.0,0.0,0.0,0.0,0.0,150r,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,False,False,False,1500.0,100.0
3,0.0,0.0,0.0,0.0,0.0,0.0,149,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,False,False,False,1500.0,300.0
4,0.04000014065565029,0.020000368490289744,0.0,0.0,0.0,0.0,1,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,True,False,1500.0,700.0
5,0.0,0.0,0.019999916595903857,0.010000213256638144,0.0,0.0,2,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,b,False,True,False,1675.0,700.0
6,0.0,0.0,0.0,0.0,0.0,0.0,3,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,False,False,1250.0,700.0
7,0.02000012325138464,0.010000321489635668,0.0,0.0,0.0,0.0,7,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,True,False,1500.0,1000.0
8,0.0,0.0,0.0,0.0,0.04000006316851682,0.020000350713752918,4,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,1050.0,700.0
9,0.0,0.0,0.0,0.0,0.020000037326049477,0.010000181183485507,5,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,1250.0,1025.0
10,0.0,0.0,0.0,0.0,0.04000008465008005,0.020000372528634826,6,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,1150.0,1275.0
11,0.0,0.0,0.0,0.0,0.0,0.0,8,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,False,False,False,1500.0,1200.0
12,0.0,0.0,0.01999981013433172,0.010000480849090273,0.0,0.0,12,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,b,False,True,False,1275.0,1200.0
13,0.04000035201523362,0.020000857984635592,0.0,0.0,0.0,0.0,9,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,True,False,1725.0,1200.0
14,0.0,0.0,0.0,0.0,0.0,0.0,13,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,False,False,1500.0,1500.0
15,0.0,0.0,0.0,0.0,0.0,0.0,9r,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,False,False,1725.0,1200.0
16,0.0,0.0,0.0,0.0,0.0,0.0,14,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,False,False,2150.0,1200.0
17,0.0,0.0,0.0,0.0,0.04000010733280402,0.02000095123700159,34,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,1350.0,1500.0
18,0.0,0.0,0.0,0.0,0.0,0.0,18,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,False,False,2325.0,1500.0
19,0.040000400496767834,0.020000909270550978,0.0,0.0,0.0,0.0,11,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,True,False,2150.0,950.0
20,0.020000196831952626,0.010000451020589888,0.0,0.0,0.0,0.0,10,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,True,False,2150.0,1450.0
21,0.0,0.0,0.0,0.0,0.0,0.0,15,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,False,False,1250.0,1500.0
22,0.0,0.0,0.0,0.0,0.040000163837343686,0.020001008641637015,16,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,875.0,1500.0
23,0.0,0.0,0.0,0.0,0.020000071151634356,0.01000049338221797,17,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,1250.0,1850.0
24,0.040000520082266205,0.02000150417336604,0.0,0.0,0.0,0.0,19,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,True,False,2325.0,1250.0
25,0.0,0.0,0.0,0.0,0.0,0.0,21,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,False,False,2625.0,1500.0
26,0.04000055181650285,0.020001538032916828,0.0,0.0,0.0,0.0,20,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,True,False,2325.0,925.0
27,0.0,0.0,0.0399995008161204,0.02000161126997584,0.0,0.0,22,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,b,False,True,False,2625.0,975.0
28,0.0,0.0,0.0,0.0,0.0,0.0,23,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,False,False,2875.0,1500.0
29,0.0,0.0,0.0,0.0,0.04000033135557566,0.020001220667324807,24,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,2875.0,950.0
30,0.0,0.0,0.0,0.0,0.0,0.0,25,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,False,False,False,3150.0,1500.0
31,0.0,0.0,0.0,0.0,0.0,0.0,25r,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,ac,False,False,False,3150.0,1500.0
32,0.0,0.0,0.0,0.0,0.0,0.0,26,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,ac,False,False,False,3150.0,1150.0
33,0.040000334033746185,0.0200015943381133,0.0,0.0,0.0,0.0,28,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,True,True,False,3350.0,1500.0
34,0.0,0.0,0.0,0.0,0.0,0.0,27,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,ac,False,False,False,3150.0,875.0
35,0.0,0.0,0.0,0.0,0.020000179196016026,0.010000620289646156,31,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,c,False,True,False,3375.0,1150.0
36,0.040000410271078264,0.020001679000383427,0.0,0.0,0.0,0.0,33,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,a,False,True,False,3650.0,875.0
37,0.04000031956092914,0.020001613377869217,0.0,0.0,0.0,0.0,29,PQ,1.0,1.0,1.0,2401.7771198288433,1000000.0,0.95,1.05,0,0,abc,False,True,False,3650.0,1500.0
