id,Pa,Qa,Pb,Qb,Pc,Qc,CapA,CapB,CapC,PgA,PgB,PgC,name,bus_type,Vln,v_ln_base,s_base
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_1,SWING,7199.557856794634,7199.557856794634,1000000.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_267,PQ,7199.557856794634,7199.557856794634,1000000.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_330,PQ,7199.557856794634,7199.557856794634,1000000.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_253,PQ,7199.557856794634,7199.557856794634,1000000.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_181,PQ,7199.557856794634,7199.557856794634,1000000.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_182,PQ,7199.557856794634,7199.557856794634,1000000.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_259,PQ,7199.557856794634,7199.557856794634,1000000.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_163,PQ,7199.557856794634,7199.557856794634,1000000.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_231,PQ,7199.557856794634,7199.557856794634,1000000.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_4,PQ,7199.557856794634,7199.557856794634,1000000.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_232,PQ,7199.557856794634,7199.557856794634,1000000.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_244,PQ,7199.557856794634,7199.557856794634,1000000.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_8,PQ,7199.557856794634,7199.557856794634,1000000.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_76,PQ,7199.557856794634,7199.557856794634,1000000.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_110,PQ,7199.557856794634,7199.557856794634,1000000.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_114,PQ,7199.557856794634,7199.557856794634,1000000.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_15,PQ,7199.557856794634,7199.557856794634,1000000.0
18,0.0102603761999999,0.0030612537999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_300,PQ,7199.557856794634,7199.557856794634,1000000.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_112,PQ,7199.557856794634,7199.557856794634,1000000.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_14,PQ,7199.557856794634,7199.557856794634,1000000.0
21,0.0102603761999999,0.0030612537999999,0.0107253717,0.0031782271999999,0.0104320447,0.0031037766,0.0,0.0,0.0,0.0,0.0,0.0,node_298,PQ,7199.557856794634,7199.557856794634,1000000.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_115,PQ,7199.557856794634,7199.557856794634,1000000.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_80,PQ,7199.557856794634,7199.557856794634,1000000.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_9,PQ,7199.557856794634,7199.557856794634,1000000.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_180,PQ,7199.557856794634,7199.557856794634,1000000.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_21,PQ,7199.557856794634,7199.557856794634,1000000.0
27,0.0,0.0,0.0107253717,0.0031782271999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_307,PQ,7199.557856794634,7199.557856794634,1000000.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_124,PQ,7199.557856794634,7199.557856794634,1000000.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_125,PQ,7199.557856794634,7199.557856794634,1000000.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_19,PQ,7199.557856794634,7199.557856794634,1000000.0
31,0.0,0.0,0.0107253717,0.0031782271999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_305,PQ,7199.557856794634,7199.557856794634,1000000.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_117,PQ,7199.557856794634,7199.557856794634,1000000.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_113,PQ,7199.557856794634,7199.557856794634,1000000.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_13,PQ,7199.557856794634,7199.557856794634,1000000.0
35,0.0102603761999999,0.0030612537999999,0.0107253717,0.0031782271999999,0.0104320447,0.0031037766,0.0,0.0,0.0,0.0,0.0,0.0,node_299,PQ,7199.557856794634,7199.557856794634,1000000.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_111,PQ,7199.557856794634,7199.557856794634,1000000.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_116,PQ,7199.557856794634,7199.557856794634,1000000.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_16,PQ,7199.557856794634,7199.557856794634,1000000.0
39,0.0205207523,0.0061225077,0.0214507435,0.0063564543,0.0208640894,0.0062075532,0.0,0.0,0.0,0.0,0.0,0.0,node_301,PQ,7199.557856794634,7199.557856794634,1000000.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_123,PQ,7199.557856794634,7199.557856794634,1000000.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_122,PQ,7199.557856794634,7199.557856794634,1000000.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_17,PQ,7199.557856794634,7199.557856794634,1000000.0
43,0.0,0.0,0.0,0.0,0.0062592268,0.001862266,0.0,0.0,0.0,0.0,0.0,0.0,node_303,PQ,7199.557856794634,7199.557856794634,1000000.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_20,PQ,7199.557856794634,7199.557856794634,1000000.0
45,0.0205207523,0.0061225077,0.0214507435,0.0063564543,0.0208640894,0.0062075532,0.0,0.0,0.0,0.0,0.0,0.0,node_306,PQ,7199.557856794634,7199.557856794634,1000000.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_121,PQ,7199.557856794634,7199.557856794634,1000000.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_120,PQ,7199.557856794634,7199.557856794634,1000000.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_18,PQ,7199.557856794634,7199.557856794634,1000000.0
49,0.0102603761999999,0.0030612537999999,0.0107253717,0.0031782271999999,0.0104320447,0.0031037766,0.0,0.0,0.0,0.0,0.0,0.0,node_304,PQ,7199.557856794634,7199.557856794634,1000000.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_118,PQ,7199.557856794634,7199.557856794634,1000000.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_119,PQ,7199.557856794634,7199.557856794634,1000000.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_42,PQ,7199.557856794634,7199.557856794634,1000000.0
53,0.0,0.0,0.0,0.0,0.0062592268,0.001862266,0.0,0.0,0.0,0.0,0.0,0.0,node_302,PQ,7199.557856794634,7199.557856794634,1000000.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_257,PQ,7199.557856794634,7199.557856794634,1000000.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,node_157,PQ,7199.557856794634,7199.557856794634,1000000.0
